parola,amore,aspettativa,attivazione,disgusto,dominanza,fiducia,gioia,neutrale,paura,rabbia,sorpresa,tristezza,valenza
lampo,0.36,0.38,7.5,0.0,2.5,0.17,0.54,0.0,0.83,0.33,0.96,0.33,5.0
lana,0.52,0.25,4.83,0.04,6.33,0.58,0.46,0.0,0.0,0.04,0.42,0.08,6.5
lancia,0.02,0.04,5.17,0.04,5.0,0.04,0.0,0.0,0.08,0.08,0.08,0.12,4.67
lanciare,0.12,0.33,4.17,0.04,5.0,0.17,0.08,0.0,0.29,0.25,0.38,0.04,6.67
lancinante,0.04,0.08,7.5,0.04,4.33,0.04,0.04,0.0,0.71,0.67,0.46,0.46,3.5
lancio,0.17,0.38,5.17,0.04,4.67,0.17,0.17,0.0,0.17,0.17,0.25,0.25,4.67
languido,0.08,0.04,3.5,0.21,5.83,0.04,0.12,0.0,0.21,0.04,0.0,0.08,4.67
lapidario,0.04,0.21,5.33,0.29,4.67,0.08,0.0,0.0,0.67,0.54,0.29,0.67,2.67
larga,0.06,0.04,4.67,0.0,5.17,0.04,0.08,0.0,0.0,0.0,0.0,0.0,5.0
largo,0.04,0.12,4.17,0.0,4.5,0.04,0.04,0.0,0.0,0.0,0.04,0.0,4.67
lasciare,0.14,0.17,4.67,0.08,4.67,0.25,0.04,0.0,0.71,0.38,0.17,0.83,4.0
lassù,0.27,0.33,4.83,0.04,4.83,0.25,0.29,0.0,0.25,0.25,0.17,0.33,5.83
lastra,0.0,0.0,5.17,0.0,4.5,0.0,0.0,0.0,0.0,0.04,0.0,0.17,4.83
laterale,0.09,0.17,4.83,0.0,5.17,0.17,0.0,0.0,0.0,0.0,0.12,0.0,5.0
latino,0.16,0.29,4.33,0.0,4.67,0.12,0.21,0.0,0.04,0.17,0.25,0.21,4.67
latitante,0.09,0.38,5.67,0.46,4.0,0.17,0.0,0.0,0.67,0.71,0.29,0.42,2.17
lato,0.0,0.04,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
latte,0.36,0.29,5.17,0.04,5.67,0.17,0.54,0.0,0.04,0.12,0.04,0.12,5.67
laurea,0.75,1.0,7.0,0.08,7.33,0.58,0.92,0.0,0.21,0.08,0.21,0.17,7.5
laureare,0.81,0.88,7.83,0.0,7.83,0.75,0.88,0.0,0.17,0.0,0.67,0.0,8.5
laureato,0.88,0.71,7.5,0.0,5.0,0.79,0.96,0.0,0.25,0.21,0.54,0.17,7.17
lavare,0.29,0.33,4.5,0.17,6.17,0.42,0.17,0.0,0.0,0.04,0.12,0.04,7.5
lavatrice,0.19,0.38,4.5,0.04,4.33,0.17,0.21,0.0,0.04,0.0,0.04,0.17,4.83
lavorare,0.2,0.25,5.5,0.21,5.0,0.12,0.29,0.0,0.08,0.21,0.0,0.5,4.83
lavorativo,0.23,0.38,4.67,0.08,4.17,0.25,0.21,0.0,0.25,0.29,0.08,0.21,4.5
lavoratore,0.52,0.46,5.5,0.04,6.17,0.58,0.46,0.0,0.04,0.17,0.17,0.08,6.33
lavorazione,0.48,0.42,5.83,0.0,5.0,0.58,0.38,0.0,0.08,0.04,0.21,0.04,6.0
lavoro,0.42,0.62,5.33,0.17,4.83,0.29,0.54,0.0,0.17,0.29,0.29,0.54,5.17
leader,0.36,0.62,5.83,0.04,5.83,0.54,0.17,0.0,0.12,0.04,0.12,0.04,6.0
leadership,0.6,0.92,7.0,0.42,5.17,0.67,0.54,0.0,0.62,0.58,0.17,0.17,4.83
leale,0.6,0.67,4.17,0.0,6.67,0.92,0.29,0.0,0.0,0.0,0.04,0.0,7.33
lealtà,0.69,0.25,4.67,0.0,6.0,0.79,0.58,0.0,0.12,0.04,0.21,0.04,6.0
leccare,0.18,0.25,4.33,0.17,5.67,0.08,0.29,0.0,0.0,0.0,0.25,0.0,6.17
lecita,0.56,0.58,5.83,0.04,6.33,0.58,0.54,0.0,0.08,0.08,0.17,0.08,6.33
lecito,0.5,0.71,2.83,0.04,5.0,0.67,0.33,0.0,0.04,0.12,0.17,0.04,6.83
lega,0.02,0.04,4.67,0.54,4.67,0.04,0.0,0.0,0.12,0.12,0.17,0.08,4.17
legale,0.18,0.21,3.0,0.04,5.0,0.33,0.04,0.0,0.21,0.12,0.17,0.04,5.33
legame,0.83,0.96,6.33,0.04,5.33,0.83,0.83,0.0,0.17,0.17,0.42,0.29,7.17
legare,0.6,0.67,5.5,0.17,5.17,0.67,0.54,0.0,0.58,0.17,0.38,0.04,5.5
legato,0.19,0.17,7.0,0.17,3.83,0.17,0.21,0.0,0.67,0.67,0.21,0.21,4.17
legge,0.5,0.67,6.5,0.21,5.17,0.58,0.42,0.0,0.58,0.25,0.29,0.25,5.5
leggenda,0.6,0.71,7.0,0.0,6.33,0.5,0.71,0.0,0.0,0.0,0.62,0.08,7.17
leggera,0.34,0.25,3.67,0.0,5.33,0.21,0.46,0.0,0.0,0.0,0.04,0.0,5.33
leggere,0.67,0.54,4.33,0.12,5.67,0.54,0.79,0.0,0.0,0.04,0.33,0.25,7.17
leggermente,0.25,0.21,4.0,0.0,5.17,0.25,0.25,0.0,0.08,0.0,0.12,0.0,5.33
leggero,0.4,0.17,4.67,0.04,5.17,0.25,0.54,0.0,0.04,0.04,0.08,0.04,5.67
legislativo,0.17,0.5,4.17,0.04,2.83,0.25,0.08,0.0,0.5,0.17,0.04,0.21,4.5
legittimo,0.52,0.33,4.67,0.12,5.0,0.62,0.42,0.0,0.17,0.17,0.29,0.29,5.0
legno,0.12,0.12,3.67,0.0,5.0,0.12,0.12,0.0,0.0,0.0,0.04,0.0,5.33
lena,0.2,0.29,4.83,0.25,5.0,0.29,0.12,0.0,0.25,0.17,0.0,0.17,4.83
leninismo,0.12,0.29,5.33,0.25,5.0,0.17,0.08,0.0,0.21,0.29,0.17,0.08,4.0
lenitivo,0.4,0.42,4.5,0.08,4.5,0.5,0.29,0.0,0.42,0.08,0.04,0.33,5.17
lentamente,0.19,0.21,6.33,0.12,4.0,0.21,0.17,0.0,0.17,0.08,0.0,0.29,5.0
lentezza,0.12,0.25,4.17,0.08,5.67,0.17,0.08,0.0,0.04,0.21,0.04,0.17,4.67
lento,0.02,0.12,4.67,0.0,4.83,0.0,0.04,0.0,0.04,0.17,0.0,0.29,4.33
lenzuolo,0.16,0.04,3.67,0.0,4.33,0.04,0.29,0.0,0.08,0.04,0.08,0.08,6.17
leone,0.6,0.25,5.33,0.0,6.67,0.71,0.5,0.0,0.17,0.33,0.46,0.12,5.17
leone_da_tastiera,0.09,0.38,5.17,0.67,4.83,0.0,0.17,0.0,0.12,0.71,0.25,0.29,3.33
lesbica,0.19,0.17,5.67,0.0,6.0,0.17,0.21,0.0,0.0,0.17,0.17,0.0,6.0
lesione,0.0,0.17,6.5,0.42,3.5,0.0,0.0,0.0,0.79,0.54,0.29,0.75,1.5
lesso,0.0,0.17,4.33,0.17,4.17,0.0,0.0,0.0,0.12,0.04,0.12,0.25,4.0
letale,0.04,0.21,8.0,0.62,4.17,0.08,0.0,0.0,0.96,0.71,0.58,0.71,1.33
letizia,0.83,0.33,5.17,0.0,5.0,0.75,0.92,0.0,0.0,0.0,0.29,0.0,7.83
lettera,0.44,0.67,4.0,0.08,4.83,0.46,0.42,0.0,0.46,0.58,0.71,0.33,5.67
letteralmente,0.02,0.0,3.83,0.0,5.17,0.04,0.0,0.0,0.0,0.0,0.0,0.0,4.83
letterario,0.25,0.21,4.67,0.0,5.5,0.21,0.29,0.0,0.0,0.0,0.17,0.04,6.17
letteratura,0.35,0.62,3.0,0.04,5.33,0.29,0.42,0.0,0.04,0.08,0.33,0.33,5.83
letto,0.56,0.54,3.83,0.04,5.17,0.42,0.71,0.0,0.17,0.17,0.42,0.33,6.33
lettore,0.58,0.75,3.67,0.0,5.83,0.58,0.58,0.0,0.0,0.0,0.33,0.21,7.67
lettura,0.48,0.75,3.0,0.04,5.67,0.5,0.46,0.0,0.04,0.04,0.54,0.17,6.5
leucemia,0.04,0.0,5.67,0.33,2.0,0.08,0.0,0.0,0.92,0.62,0.42,0.92,1.67
leva,0.06,0.21,5.0,0.04,5.83,0.08,0.04,0.0,0.12,0.08,0.21,0.17,5.0
levare,0.11,0.25,6.17,0.33,4.17,0.17,0.04,0.0,0.33,0.42,0.25,0.21,3.83
lezione,0.25,0.67,5.67,0.04,5.0,0.21,0.29,0.0,0.21,0.17,0.17,0.17,6.17
libanese,0.19,0.21,4.0,0.12,4.67,0.17,0.21,0.0,0.04,0.04,0.29,0.12,5.33
liberale,0.42,0.62,6.0,0.0,6.33,0.42,0.42,0.0,0.17,0.08,0.25,0.0,6.67
liberalizzazione,0.44,0.58,5.5,0.04,4.83,0.42,0.46,0.0,0.17,0.25,0.12,0.17,5.5
liberamente,0.83,0.67,5.33,0.0,6.83,0.71,0.96,0.0,0.04,0.0,0.58,0.0,8.0
liberare,0.48,0.25,4.5,0.04,5.5,0.25,0.71,0.0,0.21,0.25,0.29,0.42,6.5
liberazione,0.85,0.83,7.33,0.17,7.33,0.75,0.96,0.0,0.33,0.33,0.83,0.08,7.17
libero,0.88,0.79,6.17,0.0,5.83,0.83,0.92,0.0,0.21,0.08,0.33,0.08,7.5
libertà,0.85,0.58,6.5,0.0,7.83,0.71,1.0,0.0,0.17,0.12,0.25,0.04,8.83
libreria,0.4,0.71,4.5,0.0,6.83,0.38,0.42,0.0,0.0,0.0,0.46,0.17,6.5
libretto,0.09,0.17,4.33,0.0,5.33,0.17,0.0,0.0,0.0,0.0,0.12,0.0,5.5
libro,0.33,0.58,5.17,0.17,5.67,0.29,0.38,0.0,0.12,0.12,0.54,0.17,6.33
licenza,0.21,0.17,4.83,0.0,6.33,0.21,0.21,0.0,0.04,0.04,0.12,0.0,5.83
licenziare,0.33,0.33,6.17,0.46,5.67,0.33,0.33,0.0,0.58,0.67,0.42,0.67,3.83
liceo,0.28,0.58,3.17,0.12,4.67,0.17,0.38,0.0,0.38,0.21,0.08,0.21,5.83
lieto,0.62,0.5,5.33,0.04,6.33,0.42,0.83,0.0,0.04,0.0,0.42,0.04,7.83
lieve,0.4,0.33,3.0,0.17,4.0,0.33,0.46,0.0,0.21,0.17,0.21,0.21,4.83
lievitazione,0.19,0.25,5.0,0.04,5.33,0.17,0.21,0.0,0.0,0.0,0.25,0.0,5.83
light,0.58,0.33,5.5,0.04,5.0,0.58,0.58,0.0,0.12,0.04,0.21,0.0,6.83
limbo,0.02,0.33,5.33,0.29,2.67,0.04,0.0,0.0,0.71,0.25,0.04,0.67,2.5
limitare,0.12,0.29,5.5,0.29,4.33,0.21,0.04,0.0,0.58,0.71,0.04,0.67,3.67
limitato,0.0,0.17,2.67,0.17,3.17,0.0,0.0,0.0,0.46,0.71,0.0,0.46,2.0
limite,0.16,0.25,7.33,0.17,6.0,0.29,0.04,0.0,0.67,0.58,0.42,0.29,3.83
limone,0.15,0.33,3.5,0.25,4.83,0.17,0.12,0.0,0.04,0.12,0.33,0.04,5.5
limpidezza,0.77,0.83,6.5,0.17,7.5,0.71,0.83,0.0,0.12,0.12,0.25,0.04,7.67
linciaggio,0.0,0.0,6.5,0.79,2.83,0.0,0.0,0.0,0.83,0.92,0.0,0.79,2.5
linciare,0.0,0.0,7.0,0.92,3.83,0.0,0.0,0.0,0.71,0.92,0.12,0.67,1.83
lindo,0.23,0.08,4.5,0.17,4.17,0.17,0.29,0.0,0.04,0.21,0.08,0.17,6.0
linea,0.11,0.17,4.33,0.04,5.0,0.17,0.04,0.0,0.0,0.04,0.0,0.0,5.0
lineare,0.17,0.17,4.0,0.0,4.5,0.33,0.0,0.0,0.0,0.0,0.0,0.04,5.5
linearità,0.42,0.46,4.83,0.0,5.17,0.42,0.42,0.0,0.04,0.0,0.0,0.04,5.83
linfa,0.54,0.42,4.67,0.04,5.17,0.38,0.71,0.0,0.08,0.04,0.04,0.04,6.67
lingua,0.32,0.42,5.33,0.0,5.33,0.25,0.38,0.0,0.0,0.0,0.17,0.0,5.67
linguaggio,0.42,0.58,5.17,0.04,5.83,0.38,0.46,0.0,0.08,0.04,0.42,0.04,7.33
linguistica,0.33,0.29,4.83,0.04,4.83,0.29,0.38,0.0,0.12,0.04,0.25,0.04,5.33
linguistico,0.27,0.12,4.67,0.0,5.33,0.42,0.12,0.0,0.0,0.0,0.12,0.0,5.33
link,0.21,0.33,5.17,0.04,5.5,0.17,0.25,0.0,0.17,0.04,0.17,0.0,5.5
liquido,0.1,0.0,3.33,0.08,4.83,0.08,0.12,0.0,0.08,0.0,0.04,0.12,4.83
lira,0.14,0.08,5.33,0.12,5.0,0.04,0.25,0.0,0.04,0.12,0.08,0.17,4.67
lirico,0.21,0.17,4.0,0.04,5.0,0.08,0.33,0.0,0.17,0.04,0.08,0.25,4.67
liscia,0.28,0.17,4.83,0.04,5.5,0.17,0.38,0.0,0.04,0.04,0.04,0.17,6.0
lisciare,0.12,0.21,3.5,0.25,5.33,0.17,0.08,0.0,0.0,0.04,0.12,0.0,4.67
liscio,0.36,0.17,4.67,0.08,5.33,0.17,0.54,0.0,0.04,0.08,0.17,0.08,5.33
lista,0.25,0.5,4.17,0.04,6.33,0.25,0.25,0.0,0.25,0.0,0.17,0.04,5.5
litania,0.1,0.04,4.67,0.21,5.0,0.12,0.08,0.0,0.04,0.25,0.0,0.29,3.5
lite,0.1,0.08,7.0,0.54,4.67,0.21,0.0,0.0,0.54,1.0,0.17,0.71,3.17
litigare,0.09,0.08,7.83,0.33,3.83,0.17,0.0,0.0,0.33,0.67,0.0,0.42,2.0
litigio,0.02,0.04,6.67,0.54,4.33,0.04,0.0,0.0,0.58,0.83,0.04,0.62,3.33
litigioso,0.0,0.0,7.0,0.17,4.33,0.0,0.0,0.0,0.42,0.54,0.0,0.42,3.0
litro,0.02,0.0,4.67,0.0,4.67,0.0,0.04,0.0,0.0,0.0,0.0,0.0,5.0
live,0.08,0.17,5.0,0.04,4.17,0.04,0.12,0.0,0.04,0.04,0.17,0.0,4.5
livellamento,0.04,0.25,5.5,0.08,4.0,0.04,0.04,0.0,0.12,0.17,0.04,0.54,4.17
livello,0.17,0.17,5.67,0.0,5.0,0.17,0.17,0.0,0.0,0.0,0.17,0.0,5.67
livore,0.0,0.04,5.17,0.67,5.0,0.0,0.0,0.0,0.33,0.92,0.04,0.33,3.67
locale,0.12,0.21,3.83,0.0,5.0,0.12,0.12,0.0,0.0,0.0,0.04,0.04,5.0
località,0.19,0.12,3.17,0.0,6.17,0.21,0.17,0.0,0.0,0.0,0.17,0.17,4.33
localizzazione,0.17,0.42,5.33,0.04,5.5,0.17,0.17,0.0,0.25,0.04,0.42,0.04,5.17
locazione,0.33,0.25,5.0,0.12,5.5,0.42,0.25,0.0,0.17,0.04,0.17,0.04,5.67
logica,0.45,0.58,5.5,0.0,6.0,0.58,0.33,0.0,0.04,0.04,0.25,0.04,6.0
logicità,0.43,0.62,3.67,0.0,5.67,0.62,0.25,0.0,0.0,0.0,0.0,0.0,5.67
logico,0.4,0.29,2.0,0.04,6.17,0.54,0.25,0.0,0.04,0.0,0.12,0.17,6.67
logorare,0.02,0.08,5.17,0.29,3.5,0.04,0.0,0.0,0.54,0.58,0.04,0.75,3.0
logorroico,0.06,0.04,5.17,0.33,4.17,0.04,0.08,0.0,0.25,0.58,0.04,0.17,3.5
longevo,0.52,0.58,5.17,0.0,5.67,0.42,0.62,0.0,0.17,0.04,0.29,0.21,6.83
lontananza,0.28,0.71,6.17,0.0,4.83,0.38,0.17,0.0,0.79,0.46,0.33,0.96,3.67
lontano,0.11,0.54,5.33,0.08,4.83,0.17,0.04,0.0,0.42,0.04,0.12,0.96,3.17
look,0.25,0.42,2.17,0.17,5.5,0.29,0.21,0.0,0.04,0.08,0.33,0.08,5.67
loquace,0.45,0.54,5.33,0.0,5.5,0.29,0.62,0.0,0.04,0.0,0.25,0.08,5.83
lotta,0.27,0.54,6.5,0.21,5.33,0.29,0.25,0.0,0.75,0.92,0.04,0.33,4.5
lottare,0.46,0.75,6.67,0.21,4.67,0.5,0.42,0.0,0.79,0.75,0.17,0.46,5.0
lucciola,0.31,0.08,2.83,0.0,5.17,0.12,0.5,0.0,0.0,0.0,0.5,0.0,4.67
luce,0.42,0.54,7.17,0.0,7.17,0.29,0.54,0.0,0.04,0.0,0.33,0.0,6.17
lucida,0.5,0.58,5.83,0.04,6.33,0.67,0.33,0.0,0.04,0.04,0.17,0.04,6.33
lucidità,0.46,0.38,5.0,0.04,6.33,0.42,0.5,0.0,0.46,0.33,0.08,0.04,5.0
lucido,0.35,0.42,4.33,0.04,4.33,0.42,0.29,0.0,0.12,0.12,0.33,0.04,5.0
lucrare,0.28,0.21,5.67,0.79,5.17,0.38,0.17,0.0,0.46,0.71,0.21,0.38,3.83
luglio,0.5,0.71,4.17,0.0,5.5,0.42,0.58,0.0,0.0,0.0,0.42,0.0,7.83
lugubre,0.06,0.17,5.67,0.25,3.17,0.12,0.0,0.0,0.83,0.08,0.17,0.5,3.5
luminosità,0.38,0.08,4.33,0.0,5.5,0.17,0.58,0.0,0.0,0.0,0.04,0.0,6.5
luminoso,0.83,0.62,5.17,0.0,7.0,0.71,0.96,0.0,0.0,0.0,0.54,0.0,7.33
luna,0.5,0.12,3.83,0.0,6.0,0.25,0.75,0.0,0.0,0.0,0.25,0.08,8.33
lunedì,0.32,0.62,5.5,0.33,4.5,0.42,0.21,0.0,0.17,0.29,0.17,0.58,4.67
lunghezza,0.06,0.04,4.5,0.0,5.5,0.08,0.04,0.0,0.04,0.04,0.0,0.08,5.17
lungometraggio,0.06,0.25,4.0,0.0,5.67,0.0,0.12,0.0,0.0,0.0,0.17,0.0,5.33
luogo,0.35,0.58,4.5,0.08,6.33,0.29,0.42,0.0,0.17,0.08,0.29,0.17,5.33
luogo_comune,0.02,0.21,4.33,0.33,4.33,0.04,0.0,0.0,0.0,0.29,0.0,0.17,3.5
lupo,0.32,0.54,6.5,0.04,6.33,0.17,0.46,0.0,0.42,0.29,0.42,0.0,5.83
lusinghiero,0.56,0.54,6.33,0.08,5.67,0.54,0.58,0.0,0.08,0.04,0.29,0.0,5.83
lusso,0.29,0.42,5.0,0.08,5.67,0.17,0.42,0.0,0.04,0.08,0.17,0.17,4.33
lutto,0.02,0.17,6.33,0.08,2.17,0.04,0.0,0.0,0.96,0.67,0.29,1.0,2.5
luttuoso,0.04,0.0,4.33,0.04,3.33,0.04,0.04,0.0,0.42,0.67,0.38,0.88,4.5
macabro,0.11,0.08,6.0,0.83,2.33,0.17,0.04,0.0,0.62,0.58,0.08,0.71,1.67
macchia,0.02,0.17,3.67,0.38,4.67,0.0,0.04,0.0,0.17,0.29,0.17,0.25,4.17
macchina,0.06,0.04,3.67,0.0,5.0,0.12,0.0,0.0,0.04,0.0,0.17,0.0,5.0
maceria,0.11,0.21,4.5,0.71,2.5,0.17,0.04,0.0,0.92,0.92,0.17,0.92,2.5
macroeconomico,0.09,0.21,5.17,0.0,5.17,0.17,0.0,0.0,0.0,0.0,0.04,0.0,5.17
madonna,0.12,0.29,5.67,0.12,4.83,0.17,0.08,0.0,0.25,0.25,0.12,0.21,5.17
madre,0.94,0.71,6.17,0.0,5.67,0.96,0.92,0.0,0.0,0.08,0.38,0.17,8.67
maestra,0.23,0.42,4.83,0.0,5.83,0.25,0.21,0.0,0.12,0.17,0.12,0.12,5.33
maestro,0.52,0.25,5.0,0.25,4.5,0.58,0.46,0.0,0.29,0.25,0.04,0.38,6.17
mafia,0.02,0.12,7.0,1.0,1.67,0.04,0.0,0.0,0.96,1.0,0.08,0.92,1.5
mafioso,0.0,0.04,7.83,0.83,2.17,0.0,0.0,0.0,0.92,0.92,0.04,0.58,1.33
magari,0.1,0.79,4.67,0.0,4.83,0.12,0.08,0.0,0.04,0.04,0.54,0.04,5.5
magazzino,0.02,0.04,4.83,0.04,5.33,0.04,0.0,0.0,0.04,0.0,0.08,0.0,5.17
maggio,0.12,0.21,5.33,0.04,5.0,0.04,0.21,0.0,0.0,0.0,0.08,0.04,5.67
maggioranza,0.42,0.54,4.67,0.04,5.67,0.54,0.29,0.0,0.12,0.04,0.17,0.04,5.33
maggiormente,0.25,0.62,4.17,0.0,6.0,0.25,0.25,0.0,0.0,0.0,0.08,0.0,5.33
maggiorparte,0.29,0.54,6.0,0.08,4.5,0.54,0.04,0.0,0.25,0.04,0.25,0.21,6.0
magia,0.6,0.38,4.67,0.0,5.33,0.42,0.79,0.0,0.08,0.0,0.83,0.04,8.0
magico,0.52,0.79,6.67,0.17,4.33,0.46,0.58,0.0,0.17,0.17,0.79,0.17,6.33
magistrato,0.41,0.75,3.33,0.08,4.67,0.75,0.08,0.0,0.25,0.08,0.17,0.08,5.33
magistratura,0.09,0.5,4.17,0.08,4.17,0.17,0.0,0.0,0.0,0.12,0.0,0.0,4.5
maglia,0.15,0.29,3.5,0.0,5.67,0.12,0.17,0.0,0.0,0.0,0.17,0.04,6.17
maglietta,0.08,0.42,4.0,0.0,5.0,0.08,0.08,0.0,0.0,0.0,0.0,0.04,5.83
magnete,0.17,0.25,4.5,0.0,5.5,0.17,0.17,0.0,0.0,0.0,0.04,0.0,5.67
magnetico,0.14,0.25,3.83,0.04,5.33,0.21,0.08,0.0,0.04,0.0,0.25,0.04,5.17
magnificenza,0.58,0.42,2.67,0.0,6.0,0.46,0.71,0.0,0.17,0.0,0.29,0.0,6.33
magnifico,0.75,0.79,5.5,0.04,5.33,0.58,0.92,0.0,0.0,0.04,0.75,0.0,7.0
mago,0.25,0.62,5.67,0.0,4.67,0.21,0.29,0.0,0.04,0.0,0.79,0.0,7.5
magrezza,0.21,0.29,4.83,0.08,5.5,0.08,0.33,0.0,0.08,0.04,0.08,0.17,5.5
magro,0.58,0.42,5.83,0.42,5.0,0.5,0.67,0.0,0.17,0.17,0.17,0.17,6.17
mah,0.0,0.25,5.0,0.12,4.5,0.0,0.0,0.0,0.17,0.29,0.33,0.29,4.33
mai,0.14,0.33,5.33,0.17,4.17,0.21,0.08,0.0,0.54,0.42,0.08,0.58,3.67
maiale,0.14,0.08,5.5,0.17,5.0,0.04,0.25,0.0,0.21,0.17,0.04,0.29,5.33
mal_di_mare,0.12,0.33,7.0,0.88,3.5,0.12,0.12,0.0,0.54,0.17,0.21,0.08,3.67
malaticcio,0.06,0.08,4.33,0.21,3.17,0.08,0.04,0.0,0.46,0.25,0.04,0.75,2.33
malato,0.02,0.46,6.67,0.42,2.33,0.04,0.0,0.0,0.79,0.42,0.08,0.92,2.0
malattia,0.08,0.21,6.83,0.25,3.83,0.08,0.08,0.0,0.92,0.83,0.25,0.83,3.33
malcapitato,0.0,0.21,5.17,0.0,5.17,0.0,0.0,0.0,0.25,0.21,0.17,0.54,3.67
male,0.0,0.04,5.0,0.75,4.5,0.0,0.0,0.0,0.79,0.75,0.04,0.83,2.17
maledetto,0.02,0.08,5.0,0.46,4.67,0.04,0.0,0.0,0.46,0.83,0.08,0.67,2.5
maledizione,0.0,0.17,7.5,0.62,3.17,0.0,0.0,0.0,0.83,0.71,0.38,0.67,2.17
maleducazione,0.0,0.12,7.67,0.83,4.83,0.0,0.0,0.0,0.42,1.0,0.08,0.58,1.17
malefico,0.02,0.08,5.5,0.58,5.33,0.0,0.04,0.0,0.71,0.75,0.04,0.04,2.83
malfamato,0.0,0.08,6.33,0.75,2.83,0.0,0.0,0.0,0.67,0.67,0.0,0.75,2.67
malfermo,0.04,0.04,5.33,0.5,5.33,0.04,0.04,0.0,0.58,0.46,0.08,0.71,4.17
malgrado,0.16,0.42,5.17,0.5,4.67,0.29,0.04,0.0,0.54,0.54,0.38,0.67,4.0
malinconia,0.04,0.08,5.33,0.04,4.0,0.08,0.0,0.0,0.21,0.08,0.08,0.71,3.17
malinconica,0.04,0.04,4.5,0.04,4.5,0.04,0.04,0.0,0.17,0.17,0.0,0.96,2.67
malinconico,0.02,0.08,5.67,0.04,3.17,0.0,0.04,0.0,0.29,0.17,0.0,0.83,2.83
malocchio,0.08,0.04,5.33,0.58,4.83,0.12,0.04,0.0,0.54,0.67,0.17,0.54,4.67
malore,0.0,0.17,5.67,0.08,4.67,0.0,0.0,0.0,0.71,0.54,0.29,0.58,2.83
malridotto,0.0,0.12,4.67,0.33,3.5,0.0,0.0,0.0,0.42,0.42,0.21,0.92,2.33
maltempo,0.04,0.17,3.5,0.25,4.33,0.0,0.08,0.0,0.58,0.62,0.17,0.83,2.67
maltrattare,0.04,0.08,6.5,0.46,4.17,0.08,0.0,0.0,0.83,0.92,0.21,0.67,2.17
malumore,0.0,0.12,4.83,0.29,5.33,0.0,0.0,0.0,0.25,0.58,0.12,0.71,1.67
malvagio,0.11,0.08,6.33,0.58,4.5,0.17,0.04,0.0,0.58,0.71,0.29,0.17,3.5
malvagità,0.04,0.12,4.67,0.88,4.0,0.04,0.04,0.0,0.88,0.88,0.17,0.67,2.0
mamma,1.0,0.62,3.83,0.0,7.17,1.0,1.0,0.0,0.08,0.12,0.58,0.08,8.83
manager,0.16,0.42,5.17,0.04,4.67,0.29,0.04,0.0,0.12,0.0,0.12,0.08,5.17
mancanza,0.12,0.58,6.0,0.08,6.0,0.21,0.04,0.0,0.38,0.29,0.5,0.71,5.33
mancare,0.09,0.17,4.67,0.0,3.0,0.17,0.0,0.0,0.21,0.42,0.08,0.79,2.67
mancato,0.02,0.04,5.5,0.04,4.83,0.04,0.0,0.0,0.42,0.33,0.42,0.67,3.0
manco,0.02,0.04,4.67,0.12,4.5,0.0,0.04,0.0,0.04,0.29,0.0,0.58,3.5
mandare,0.04,0.17,4.5,0.0,4.83,0.08,0.0,0.0,0.04,0.0,0.0,0.0,4.5
mandato,0.18,0.54,5.17,0.0,6.0,0.29,0.08,0.0,0.0,0.0,0.08,0.0,5.5
maneggiare,0.28,0.46,5.33,0.04,5.33,0.38,0.17,0.0,0.04,0.0,0.04,0.0,5.33
mangiare,0.48,0.54,4.83,0.0,5.5,0.42,0.54,0.0,0.0,0.0,0.33,0.0,6.0
mangiato,0.23,0.29,5.67,0.21,5.33,0.12,0.33,0.0,0.04,0.04,0.12,0.08,5.5
mania,0.06,0.33,5.67,0.17,7.83,0.12,0.0,0.0,0.71,0.54,0.0,0.42,4.33
maniacale,0.0,0.0,5.33,0.25,4.83,0.0,0.0,0.0,0.54,0.17,0.04,0.08,2.5
manica,0.08,0.17,4.33,0.08,4.5,0.08,0.08,0.0,0.04,0.12,0.08,0.04,5.17
manico,0.1,0.25,4.33,0.0,5.33,0.08,0.12,0.0,0.04,0.04,0.17,0.0,5.33
manicure,0.18,0.04,2.67,0.0,6.67,0.04,0.33,0.0,0.0,0.0,0.0,0.0,6.0
maniera,0.17,0.21,5.5,0.0,5.0,0.17,0.17,0.0,0.12,0.04,0.21,0.12,5.0
manifestare,0.62,0.58,6.5,0.5,6.67,0.58,0.67,0.0,0.54,0.79,0.29,0.54,6.17
manifestazione,0.67,0.5,7.17,0.67,5.33,0.67,0.67,0.0,0.46,0.96,0.38,0.25,5.17
manifesto,0.11,0.17,5.17,0.0,5.5,0.04,0.17,0.0,0.0,0.0,0.0,0.0,5.83
manipolatrice,0.0,0.04,5.33,0.62,3.67,0.0,0.0,0.0,0.58,0.67,0.08,0.33,3.0
mannaro,0.06,0.08,5.83,0.25,3.33,0.0,0.12,0.0,0.71,0.33,0.17,0.21,3.67
mano,0.27,0.17,5.0,0.04,4.5,0.33,0.21,0.0,0.04,0.0,0.17,0.0,5.83
manoscritto,0.43,0.71,3.5,0.04,4.33,0.29,0.58,0.0,0.12,0.04,0.29,0.08,5.5
manovra,0.11,0.21,4.67,0.04,5.17,0.17,0.04,0.0,0.08,0.08,0.5,0.04,5.0
manovrabile,0.19,0.21,5.0,0.17,5.0,0.21,0.17,0.0,0.29,0.33,0.08,0.21,3.83
